Date,Commodity Indicator,Product Short Desc,Future/Option,Electronic Volume,Total Volume
9/1/2011,LB,LUMBER FUT,F,"23,948",28562.00
9/1/2011,NQ,EMINI NASD PUT,O,"25,853",25853.00
9/1/2011,RA,S AFR RAND FUT,F,"8,234",25402.00
9/1/2011,E1,SWISS FRNC PUT,O,"17,464",25251.00
9/1/2011,EM,1-MTH EURODLR F,F,"22,334",23010.00
9/1/2011,BR,BRAZIL RL FUT,F,"1,536",22414.00
9/1/2011,GI,GSCI FUT,F,"14,631",22216.00
9/1/2011,DA,MILK CALL,O,975,19372.00
9/1/2011,M6B,MICRO GBP/USD F,F,"18,719",18765.00
9/1/2011,DA,MILK PUT,O,"1,583",18423.00
9/1/2011,NQ,EMINI NASD CALL,O,"15,489",15489.00
9/1/2011,J7,EMINI J YEN FUT,F,"11,385",12581.00
9/1/2011,EV4,EOW4 S&P 500 P,O,0,12174.00
9/1/2011,E1,SWISS FRNC CALL,O,"7,624",11737.00
9/1/2011,E0T,TOMMI MDCRV P,O,0,10450.00
9/1/2011,EV4,EOW4 S&P 500 C,O,0,9534.00
9/1/2011,EV1,EOW1 S&P 500 P,O,0,8272.00
9/1/2011,EV1,EOW1 S&P 500 C,O,0,7588.00
9/1/2011,62,FDR CATTLE CALL,O,"4,813",7159.00
9/1/2011,3X,WKEC-3X-P,O,"3,106",6881.00
9/1/2011,QN5,QN5 CALL,O,"6,604",6604.00
9/1/2011,MSF,MICRO CHF/USD F MSF F,F,"6,374",6423.00
9/1/2011,EV2,EOW2 S&P 500 P,O,0,6282.00
9/1/2011,62,FDR CATTLE PUT,O,"4,173",5574.00
9/1/2011,II,E-MICRO NIFTY F,F,"5,278",5278.00
9/1/2011,MJY,MICRO JPY/USD F MJY F,F,"5,236",5252.00
9/1/2011,XP,SP AFLEX PUT,O,0,4815.00
9/1/2011,MD,S&P 400MID FUT,F,0,4604.00
9/1/2011,XAI,S&P INDUS F XAI F,F,"2,984",4363.00
9/1/2011,H4X,H NYK STP NOV P,O,0,4000.00
9/1/2011,YP,SP EFLEX PUT,O,0,3940.00
9/1/2011,XAB,S&P MATERL F XAB F,F,"1,552",3698.00
9/1/2011,PZ,POLISH (US) F,F,4,3484.00
9/1/2011,YP,SP EFLEX CALL,O,0,3350.00
9/1/2011,RU,RUS RUBLE CALL,O,0,3250.00
9/1/2011,QN5,QN5 PUT,O,"3,198",3198.00
9/1/2011,XAP,S&P STAPLES F XAP F,F,"2,568",2823.00
9/1/2011,5X,WKEC-5X-P,O,503,2699.00
9/1/2011,M6J,MICRO USD/JPY F,F,"2,681",2681.00
9/1/2011,BY,BP/JY CROSS RT,F,234,2664.00
9/1/2011,XAE,S&P ENRGY F XAE F,F,"2,535",2535.00
9/1/2011,EV2,EOW2 S&P 500 C,O,0,2504.00
9/1/2011,HQX,H MIN STP NOV C,O,0,2500.00
9/1/2011,HWX,H BST STP NOV C,O,0,2500.00
9/1/2011,4X,WKEC-4X-P,O,"1,631",2487.00
9/1/2011,4X,WKEC-4X-C,O,"1,814",2467.00
9/1/2011,TRE,TURK LIRA(EC) F,F,0,2415.00
9/1/2011,MCD,MICRO CAD/USD F MCD F,F,"2,380",2393.00
9/1/2011,M6S,MICRO USD/CHF F,F,"2,304",2304.00
9/1/2011,3X,WKEC-3X-C,O,"1,908",2282.00
9/1/2011,TRY,TURK LIRA(US) F,F,54,2185.00
9/1/2011,H3X,H CIN STP NOV C,O,0,2150.00
9/1/2011,UN,NOK,F,918,2132.00
9/1/2011,G6X,NOV DAT TOKYO P,O,0,2000.00
9/1/2011,HQX,H MIN STP NOV P,O,0,2000.00
9/1/2011,CSC,CHEESE CSC FUT,F,"1,964",1964.00
9/1/2011,YD,CAN DLR PUT EU,O,"1,952",1952.00
9/1/2011,YT,EURO FX P (EU),O,"1,654",1656.00
9/1/2011,M6C,MICRO USD/CAD F,F,"1,615",1615.00
9/1/2011,Z,POLISH (EC) F,F,0,1487.00
9/1/2011,YT,EURO FX C (EU),O,"1,454",1454.00
9/1/2011,DY,DRY WHEY FUT,F,"1,446",1446.00
9/1/2011,XAV,S&P HEALTH F XAV F,F,780,1285.00
9/1/2011,5K,WK5 MDCRV PUT,O,0,1180.00
9/1/2011,AJ,AD/JY CROSS RT,F,432,1162.00
9/1/2011,XP,SP AFLEX CALL,O,0,1115.00
9/1/2011,CC,EC/CD CROSS RT,F,99,1097.00
9/1/2011,5X,WKEC-5X-C,O,918,1088.00
9/1/2011,XAU,S&P UTILITY F XAU F,F,"1,079",1079.00
9/1/2011,H1,HDD ATLANTA P,O,0,1050.00
9/1/2011,PST,TRAKRS PIM SPTR,F,"1,000",1000.00
9/1/2011,GA,GSCI ER FUTURES,F,150,982.00
9/1/2011,XAK,S&P TECH F XAK F,F,970,970.00
9/1/2011,IS,SHEKEL FUTURE,F,0,941.00
9/1/2011,CB,BUTTER CS FUT,F,856,856.00
9/1/2011,QN4,QN4 CALL,O,839,839.00
9/1/2011,DK,CLASS IV MILK,F,454,809.00
9/1/2011,QN4,QN4 PUT,O,807,807.00
9/1/2011,BF,BP/SF CROSS RT,F,297,796.00
9/1/2011,D2,HDD AMSTER FUT,F,0,750.00
9/1/2011,SMC,E-600 SMLCAP F,F,687,687.00
9/1/2011,KRW,WON/USD FUT,F,0,623.00
9/1/2011,QN2,QN2 CALL,O,618,618.00
9/1/2011,H1X,H ATL STP NOV C,O,0,600.00
9/1/2011,XAY,S&P DISCRNY F XAY F,F,559,559.00
9/1/2011,H2X,H CHI STP NOV C,O,0,550.00
9/1/2011,XAF,S&P FIN F XAF F,F,355,517.00
9/1/2011,AC,AD/CD CROSS RT,F,107,483.00
9/1/2011,RMB,RMB/USD FUT,F,419,477.00
9/1/2011,KE,EC/SEK CROSS RT,F,0,473.00
9/1/2011,CA,EC/AD CROSS RT,F,216,471.00
9/1/2011,H2X,H CHI STP NOV P,O,0,350.00
9/1/2011,SE,SEK,F,242,346.00
9/1/2011,CN,EC/NOK CROSS RT,F,0,323.00
9/1/2011,DK,CLASS IV CALL,O,0,319.00
9/1/2011,YB,BRIT PND-C EU,O,302,303.00
9/1/2011,E0T,TOMMI MDCRV C,O,0,300.00
9/1/2011,K4,CDD NEW YORK F,F,50,300.00
9/1/2011,KQ,CDD MINNESOT F,F,0,300.00
9/1/2011,MHB,HURS BMX BOX C,O,0,300.00
9/1/2011,YD,CAN DLR CALL EU,O,295,295.00
9/1/2011,K1,CDD ATLANTA F,F,0,275.00
9/1/2011,K3,CDD CINCINNAT F,F,10,260.00
9/1/2011,NF,CSH NFDM FUT,F,259,259.00
9/1/2011,4C,WKCD-4C-C,O,253,256.00
9/1/2011,4C,WKCD-4C-P,O,256,256.00
9/1/2011,DK,CLASS IV PUT,O,0,256.00
9/1/2011,H1X,H ATL STP NOV F,F,0,250.00
9/1/2011,H4,HDD NEW YORK F,F,50,250.00
9/1/2011,H4X,H NYK STP NOV F,F,0,250.00
9/1/2011,HQ,HDD MINN FUT,F,0,250.00
9/1/2011,HQX,H MIN STP NOV F,F,100,250.00
9/1/2011,LB,LUMBER PUT,O,135,249.00
9/1/2011,YS,SWISS FRNC-P EU,O,247,247.00
9/1/2011,YJ,JAPAN YEN C EU,O,232,238.00
9/1/2011,DNV,DNV FUT DNV F,F,210,210.00
9/1/2011,HQ,HDD MINNESOT C,O,0,200.00
9/1/2011,K7K,C PRT STP MAY C,O,0,200.00
9/1/2011,KX,CDD KNSCTY FUT,F,0,200.00
9/1/2011,1X,WKEC-1X-P,O,162,197.00
9/1/2011,K5,CDD DALLAS F,F,100,175.00
9/1/2011,YJ,JAPAN YEN P EU,O,173,173.00
9/1/2011,3J,WKJY-3J-P,O,114,164.00
9/1/2011,QN2,QN2 PUT,O,156,156.00
9/1/2011,DY,DRY WHEY CALL,O,10,153.00
9/1/2011,H2X,H CHI STP NOV F,F,50,150.00
9/1/2011,H5X,H DLS STP NOV P,O,0,150.00
9/1/2011,K3,CDD CINCINNAT P,O,0,150.00
9/1/2011,K4,CDD NEW YORK C,O,0,150.00
9/1/2011,K9,CDD DES MOIN F,F,0,150.00
9/1/2011,KQ,CDD MINNESOT C,O,0,150.00
9/1/2011,SU,S&P VALUE FUT,F,134,134.00
9/1/2011,DY,DRY WHEY PUT,O,25,130.00
9/1/2011,FR,HUNGARY (US) F,F,0,130.00
9/1/2011,LB,LUMBER CALL,O,59,127.00
9/1/2011,K6,CDD PHILADEL F,F,0,125.00
9/1/2011,H9,HDD DES MOIN F,F,65,115.00
9/1/2011,3C,WKCD-3C-C,O,105,109.00
9/1/2011,JQ,MILK MIDI PUT,O,0,104.00
9/1/2011,CY,CD/JY CROSS RT,F,28,103.00
9/1/2011,H1X,H ATL STP NOV P,O,0,100.00
9/1/2011,K7K,C PRT STP MAY F,F,0,100.00
9/1/2011,SG,S&P GROWTH FUT,F,93,93.00
9/1/2011,QN1,QN1 CALL,O,89,89.00
9/1/2011,QN1,QN1 PUT,O,86,86.00
9/1/2011,1X,WKEC-1X-C,O,67,82.00
9/1/2011,3A,WKAD-3A-P,O,75,75.00
9/1/2011,YS,SWISS FRNC-C EU,O,70,70.00
9/1/2011,SJ,SF/JY CROSS RT,F,26,68.00
9/1/2011,JQ,MILK MIDI CALL,O,0,66.00
9/1/2011,5A,WKAD-5A-P,O,64,64.00
9/1/2011,4A,WKAD-4A-P,O,62,62.00
9/1/2011,3S,WKSF-3S-C,O,21,61.00
9/1/2011,YB,BRIT PND-P EU,O,56,58.00
9/1/2011,WP,WOOD PULP FUT,F,55,55.00
9/1/2011,H3,HDD CINCINNAT F,F,50,50.00
9/1/2011,H6,HDD PHILADEL F,F,50,50.00
9/1/2011,HAX,H SLC STP NOV F,F,50,50.00
9/1/2011,HW,HDD BOSTON FUT,F,50,50.00
9/1/2011,K1,CDD ATLANTA C,O,0,50.00
9/1/2011,3A,WKAD-3A-C,O,39,39.00
9/1/2011,AN,AD/NE CROSS RT,F,8,38.00
9/1/2011,CSC,CHEESE CSC PUT,O,0,34.00
9/1/2011,36E,EUR/USD VLTY3 F 36E F,F,30,30.00
9/1/2011,CSC,CHEESE CSC CALL,O,0,30.00
9/1/2011,SEV,SEV FUT SEV F,F,30,30.00
9/1/2011,CZ,CZECK (US) FUT,F,0,26.00
9/1/2011,4A,WKAD-4A-C,O,23,23.00
9/1/2011,ME,E-400 MIDCAP C,O,22,22.00
9/1/2011,1S,WKSF-1S-P,O,1,21.00
9/1/2011,4S,WKSF-4S-C,O,19,19.00
9/1/2011,EMF,E-MINI NIFTY F,F,19,19.00
9/1/2011,ND,NASDAQ 100 PUT,O,0,18.00
9/1/2011,HX,HDD KNSCTY FUT,F,15,15.00
9/1/2011,ME,E-400 MIDCAP P,O,15,15.00
9/1/2011,16E,EUR/USD VLTY1 F 16E F,F,12,12.00
9/1/2011,4J,WKJY-4J-P,O,11,11.00
9/1/2011,3C,WKCD-3C-P,O,10,10.00
9/1/2011,3S,WKSF-3S-P,O,10,10.00
9/1/2011,CPO,PALM OIL FUT,F,10,10.00
9/1/2011,HK,HDD DETROIT F,F,10,10.00
9/1/2011,R0A,LEAN HG 1M CS C,O,0,10.00
9/1/2011,XA,AUST DLR C EU,O,0,10.00
9/1/2011,XA,AUST DLR P EU,O,0,10.00
9/1/2011,5J,WKJY-5J-P,O,7,7.00
9/1/2011,5C,WKCD-5C-C,O,5,5.00
9/1/2011,CB,BUTTER CS CALL,O,5,5.00
9/1/2011,ND,NASDAQ 100 CALL,O,0,5.00
9/1/2011,1A,WKAD-1A-P,O,4,4.00
9/1/2011,1C,WKCD-1C-C,O,2,4.00
9/1/2011,3B,WKBP-3B-P,O,4,4.00
9/1/2011,5A,WKAD-5A-C,O,4,4.00
9/1/2011,BOS,BOS HOUSE FUT,F,4,4.00
9/1/2011,H5,HDD DALLAS F,F,4,4.00
9/1/2011,4B,WKBP-4B-C,O,3,3.00
9/1/2011,4J,WKJY-4J-C,O,2,2.00
9/1/2011,CHI,CHI HOUSE FUT,F,2,2.00
9/1/2011,DEN,DEN HOUSE FUT,F,2,2.00
9/1/2011,1C,WKCD-1C-P,O,1,1.00
9/1/2011,3J,WKJY-3J-C,O,1,1.00
9/1/2011,5J,WKJY-5J-C,O,1,1.00
9/1/2011,CUS,CSI COMP FUT,F,1,1.00
10/1/2011,ES,EMINI S&P FUT,F,"54,842,533",55043597.00
10/1/2011,ED,EURO DLR FUT,F,"33,517,096",34186814.00
10/1/2011,EC,EURO FX FUT,F,"6,889,020",7008312.00
10/1/2011,NQ,EMINI NASD FUT,F,"6,808,558",6813680.00
10/1/2011,ED,EURO DLR PUT,O,"360,956",4102131.00
10/1/2011,AD,AUST DLR FUT,F,"3,081,281",3243137.00
10/1/2011,ED,EURO DLR CALL,O,"266,147",3109637.00
10/1/2011,BP,BRIT PND FUT,F,"2,230,513",2313809.00
10/1/2011,J1,JAPAN YEN FUT,F,"2,012,352",2135921.00
10/1/2011,C1,CANADA DLR FUT,F,"1,913,797",2000820.00
10/1/2011,ES,EMINI S&P PUT,O,"1,958,305",1967260.00
10/1/2011,E3,3YR MIDCRV CALL E3 O C,O,"43,416",1827536.00
10/1/2011,ES,EMINI S&P CALL,O,"1,316,680",1350235.00
10/1/2011,E0,1YR MIDCRV PUT,O,"62,907",1101258.00
10/1/2011,48,LV CATTLE FUT,F,"831,574",1067184.00
10/1/2011,E2,2YR MIDCRV CALL,O,"33,850",1028604.00
10/1/2011,E2,2YR MIDCRV PUT,O,"47,284",908914.00
10/1/2011,LN,LEAN HOGS FUT,F,"627,575",785722.00
10/1/2011,E0,1YR MIDCRV CALL,O,"43,533",736515.00
10/1/2011,SP,S&P 500 PUT,O,13,713061.00
10/1/2011,MP,MEX PESO FUT,F,"672,491",705822.00
10/1/2011,ME,E-400 MIDCAP F,F,"687,489",687489.00
10/1/2011,N1,NIKKEI (YEN) F,F,"685,771",685771.00
10/1/2011,E1,SWISS FRNC FUT,F,"523,482",539566.00
10/1/2011,SP,S&P 500 CALL,O,76,420743.00
10/1/2011,SP,S&P 500 FUT,F,"51,475",389089.00
10/1/2011,E3,3YR MIDCRV PUT E3 O P,O,"19,468",371644.00
10/1/2011,EC,EURO FX PUT,O,"178,269",253470.00
10/1/2011,EC,EURO FX CALL,O,"150,065",199843.00
10/1/2011,EW,EOM EMINI S&P P,O,"143,081",143081.00
10/1/2011,NK,NIKKEI ($) FUT,F,"142,363",142363.00
10/1/2011,62,FDR CATTLE FUT,F,"115,106",139308.00
10/1/2011,M6E,MICRO EUR/USD F,F,"136,403",136481.00
10/1/2011,EW1,EOW1 MINI S&P P,O,"132,425",132425.00
10/1/2011,NE,NEW ZEALND FUT,F,"118,395",128030.00
10/1/2011,48,LV CATTLE PUT,O,"33,186",126896.00
10/1/2011,EW,EOM EMINI S&P C,O,"124,316",124316.00
10/1/2011,E7,EMINI EURFX FUT,F,"120,166",120720.00
10/1/2011,EW2,EOW2 MINI S&P P,O,"114,778",114778.00
10/1/2011,48,LV CATTLE CALL,O,"43,294",106658.00
10/1/2011,EW4,EOW4 MINI S&P P,O,"103,211",103211.00
10/1/2011,AD,AUST DLR PUT,O,"63,584",94526.00
10/1/2011,EW4,EOW4 MINI S&P C,O,"90,282",90282.00
10/1/2011,EW1,EOW1 MINI S&P C,O,"89,226",89226.00
10/1/2011,EV,EOM S&P 500 C,O,0,73768.00
10/1/2011,EW2,EOW2 MINI S&P C,O,"72,018",72018.00
10/1/2011,LN,LEAN HOGS PUT,O,"34,560",70181.00
10/1/2011,J1,JAPAN YEN PUT,O,"58,222",69169.00
10/1/2011,EV,EOM S&P 500 P,O,0,61367.00
10/1/2011,AD,AUST DLR CALL,O,"37,601",56722.00
10/1/2011,RU,RUS RUBLE FUT,F,"10,785",51942.00
10/1/2011,LN,LEAN HOGS CALL,O,"27,589",51497.00
10/1/2011,ND,NASDAQ 100 FUT,F,"2,791",39421.00
10/1/2011,C1,CANADA DLR CALL,O,"30,523",39154.00
10/1/2011,J1,JAPAN YEN CALL,O,"34,371",38735.00
10/1/2011,C1,CANADA DLR PUT,O,"32,493",37203.00
10/1/2011,BP,BRIT PND PUT,O,"28,625",31907.00
10/1/2011,NQ,EMINI NASD PUT,O,"29,673",29673.00
10/1/2011,LB,LUMBER FUT,F,"22,968",26650.00
10/1/2011,RY,EC/JY CROSS RT,F,"23,880",26194.00
10/1/2011,M6A,MICRO AUD/USD F,F,"26,087",26132.00
10/1/2011,DA,MILK FUT,F,"25,219",25880.00
10/1/2011,BP,BRIT PND CALL,O,"23,364",24750.00
10/1/2011,GI,GSCI FUT,F,"16,533",23538.00
10/1/2011,RP,EC/BP CROSS RT,F,"20,233",21596.00
10/1/2011,EV1,EOW1 S&P 500 C,O,0,21154.00
10/1/2011,D1,HDD PARIS CALL,O,0,20000.00
10/1/2011,M6B,MICRO GBP/USD F,F,"19,218",19254.00
10/1/2011,EM,1-MTH EURODLR F,F,"18,724",18864.00
10/1/2011,NQ,EMINI NASD CALL,O,"18,676",18676.00
10/1/2011,E1,SWISS FRNC PUT,O,"11,656",16091.00
10/1/2011,BR,BRAZIL RL FUT,F,499,16030.00
10/1/2011,RF,EC/SF CROSS RT,F,"12,633",13962.00
10/1/2011,J7,EMINI J YEN FUT,F,"12,827",13465.00
10/1/2011,EV2,EOW2 S&P 500 C,O,0,11856.00
10/1/2011,EV1,EOW1 S&P 500 P,O,0,11413.00
10/1/2011,1K,WK1 MDCRV CALL,O,0,11000.00
10/1/2011,RA,S AFR RAND FUT,F,99,10885.00
10/1/2011,DA,MILK CALL,O,"1,261",10715.00
10/1/2011,DA,MILK PUT,O,"1,371",10073.00
10/1/2011,E4,4YR MIDCRV CALL,O,0,8386.00
10/1/2011,E4,4YR MIDCRV PUT,O,700,7600.00
10/1/2011,E1,SWISS FRNC CALL,O,"6,884",7499.00
10/1/2011,G6X,NOV DAT TOKYO P,O,0,6500.00
10/1/2011,XP,SP AFLEX PUT,O,0,6345.00
10/1/2011,MD,S&P 400MID FUT,F,0,6310.00
10/1/2011,62,FDR CATTLE CALL,O,"3,908",6291.00
10/1/2011,62,FDR CATTLE PUT,O,"3,765",6152.00
10/1/2011,MJY,MICRO JPY/USD F MJY F,F,"6,108",6144.00
10/1/2011,EV2,EOW2 S&P 500 P,O,0,5582.00
10/1/2011,EV4,EOW4 S&P 500 C,O,0,5035.00
10/1/2011,QN1,QN1 PUT,O,"4,696",4696.00
10/1/2011,MSF,MICRO CHF/USD F MSF F,F,"4,564",4597.00
10/1/2011,EV4,EOW4 S&P 500 P,O,0,4353.00
10/1/2011,M6J,MICRO USD/JPY F,F,"4,197",4197.00
10/1/2011,II,E-MICRO NIFTY F,F,"3,700",3700.00
10/1/2011,RU,RUS RUBLE PUT,O,0,3550.00
10/1/2011,H7X,H PRT STP NOV C,O,0,3000.00
10/1/2011,CSC,CHEESE CSC FUT,F,"2,677",2928.00
10/1/2011,H1X,H ATL STP NOV P,O,0,2875.00
10/1/2011,M6C,MICRO USD/CAD F,F,"2,513",2513.00
10/1/2011,H0X,H LVG STP NOV P,O,0,2500.00
10/1/2011,H4X,H NYK STP NOV P,O,0,2500.00
10/1/2011,EB,3M EURIBOR FUT EB F,F,"2,310",2310.00
10/1/2011,D0X,H LND STP NOV C,O,0,2000.00
10/1/2011,HQX,H MIN STP NOV C,O,0,2000.00
10/1/2011,VUX,H WSHN SS NOV P,O,0,2000.00
10/1/2011,YT,EURO FX C (EU),O,"1,974",1974.00
10/1/2011,MCD,MICRO CAD/USD F MCD F,F,"1,910",1949.00
10/1/2011,BY,BP/JY CROSS RT,F,229,1710.00
10/1/2011,XAE,S&P ENRGY F XAE F,F,"1,544",1698.00
10/1/2011,XAB,S&P MATERL F XAB F,F,"1,354",1657.00
10/1/2011,H3X,H CIN STP NOV P,O,0,1605.00
10/1/2011,YT,EURO FX P (EU),O,"1,585",1590.00
10/1/2011,D0X,H LND STP NOV P,O,0,1500.00
10/1/2011,H1X,H ATL STP NOV C,O,0,1500.00
10/1/2011,3X,WKEC-3X-C,O,"1,288",1458.00
10/1/2011,CB,BUTTER CS FUT,F,"1,386",1402.00
10/1/2011,DY,DRY WHEY FUT,F,"1,139",1268.00
10/1/2011,GA,GSCI ER FUTURES,F,23,1127.00
10/1/2011,M6S,MICRO USD/CHF F,F,"1,097",1097.00
10/1/2011,PZ,POLISH (US) F,F,0,1068.00
10/1/2011,2X,WKEC-2X-C,O,946,1026.00
10/1/2011,1K,WK1 MDCRV PUT,O,0,1000.00
10/1/2011,D2X,H AMS STP NOV C,O,0,1000.00
10/1/2011,D2X,H AMS STP NOV F,F,0,1000.00
10/1/2011,D2X,H AMS STP NOV P,O,0,1000.00
10/1/2011,D4X,H ESS STP NOV C,O,0,1000.00
10/1/2011,H7X,H PRT STP NOV P,O,0,1000.00
10/1/2011,HWX,H BST STP NOV C,O,0,1000.00
10/1/2011,RF,EFX/SF X/RT P,O,0,1000.00
10/1/2011,Z,POLISH (EC) F,F,0,994.00
10/1/2011,AJ,AD/JY CROSS RT,F,444,938.00
10/1/2011,XP,SP AFLEX CALL,O,0,915.00
10/1/2011,3X,WKEC-3X-P,O,787,887.00
10/1/2011,QN4,QN4 PUT,O,864,864.00
10/1/2011,DK,CLASS IV MILK,F,735,838.00
10/1/2011,2A,WKAD-2A-C,O,824,824.00
10/1/2011,XAU,S&P UTILITY F XAU F,F,772,772.00
10/1/2011,2X,WKEC-2X-P,O,692,752.00
10/1/2011,BF,BP/SF CROSS RT,F,31,751.00
10/1/2011,H8X,H TCS STP NOV P,O,0,750.00
10/1/2011,XAI,S&P INDUS F XAI F,F,706,706.00
10/1/2011,QN2,QN2 PUT,O,678,678.00
10/1/2011,4X,WKEC-4X-C,O,640,676.00
10/1/2011,YD,CAN DLR PUT EU,O,630,630.00
10/1/2011,PST,TRAKRS PIM SPTR,F,600,600.00
10/1/2011,XAV,S&P HEALTH F XAV F,F,586,586.00
10/1/2011,SMC,E-600 SMLCAP F,F,560,560.00
10/1/2011,YD,CAN DLR CALL EU,O,536,536.00
10/1/2011,H4,HDD NEW YORK F,F,0,525.00
10/1/2011,HQ,HDD MINN FUT,F,50,525.00
10/1/2011,QN1,QN1 CALL,O,501,501.00
10/1/2011,RMB,RMB/USD FUT,F,475,486.00
10/1/2011,H4,HDD NEW YORK C,O,0,450.00
10/1/2011,XAY,S&P DISCRNY F XAY F,F,436,436.00
10/1/2011,SJ,SF/JY CROSS RT,F,19,428.00
10/1/2011,4X,WKEC-4X-P,O,405,409.00
10/1/2011,UN,NOK,F,222,408.00
10/1/2011,H1,HDD ATLANTA F,F,50,400.00
10/1/2011,YJ,JAPAN YEN C EU,O,390,400.00
10/1/2011,4A,WKAD-4A-P,O,396,396.00
10/1/2011,CC,EC/CD CROSS RT,F,13,384.00
10/1/2011,NF,CSH NFDM FUT,F,358,358.00
10/1/2011,3C,WKCD-3C-P,O,357,357.00
10/1/2011,QN4,QN4 CALL,O,353,353.00
10/1/2011,D0,HDD LONDON FUT,F,0,350.00
10/1/2011,YB,BRIT PND-C EU,O,257,347.00
10/1/2011,TRY,TURK LIRA(US) F,F,0,341.00
10/1/2011,4C,WKCD-4C-C,O,331,333.00
10/1/2011,CA,EC/AD CROSS RT,F,127,315.00
10/1/2011,XAF,S&P FIN F XAF F,F,146,308.00
10/1/2011,XAP,S&P STAPLES F XAP F,F,293,293.00
10/1/2011,LB,LUMBER CALL,O,115,287.00
10/1/2011,XAK,S&P TECH F XAK F,F,278,278.00
10/1/2011,BHX,HURS BIN E US C,O,0,250.00
10/1/2011,H1,HDD ATLANTA C,O,0,250.00
10/1/2011,4C,WKCD-4C-P,O,235,235.00
10/1/2011,LB,LUMBER PUT,O,132,234.00
10/1/2011,3A,WKAD-3A-P,O,229,229.00
10/1/2011,CB,BUTTER CS CALL,O,22,226.00
10/1/2011,3A,WKAD-3A-C,O,211,211.00
10/1/2011,H9,HDD DES MOIN F,F,50,200.00
10/1/2011,4J,WKJY-4J-C,O,71,191.00
10/1/2011,CN,EC/NOK CROSS RT,F,0,185.00
10/1/2011,2J,WKJY-2J-P,O,56,168.00
10/1/2011,DK,CLASS IV PUT,O,0,166.00
10/1/2011,DK,CLASS IV CALL,O,0,162.00
10/1/2011,4J,WKJY-4J-P,O,110,160.00
10/1/2011,2A,WKAD-2A-P,O,159,159.00
10/1/2011,CY,CD/JY CROSS RT,F,92,150.00
10/1/2011,H1X,H ATL STP NOV F,F,0,150.00
10/1/2011,H2X,H CHI STP NOV P,O,0,150.00
10/1/2011,H3,HDD CINCINNAT F,F,0,150.00
10/1/2011,4A,WKAD-4A-C,O,146,146.00
10/1/2011,2S,WKSF-2S-C,O,0,140.00
10/1/2011,YB,BRIT PND-P EU,O,57,137.00
10/1/2011,JQ,MILK MIDI PUT,O,0,132.00
10/1/2011,JQ,MILK MIDI CALL,O,0,127.00
10/1/2011,H2,HDD CHICAGO F,F,100,125.00
10/1/2011,QN2,QN2 CALL,O,122,122.00
10/1/2011,4B,WKBP-4B-P,O,104,104.00
10/1/2011,V3,HDD CO SPRNGS F,F,102,102.00
10/1/2011,4K,WK4 MDCRV CALL,O,0,100.00
10/1/2011,E0T,TOMMI MDCRV C,O,0,100.00
10/1/2011,E0T,TOMMI MDCRV P,O,0,100.00
10/1/2011,HQ,HDD MINNESOT P,O,0,100.00
10/1/2011,2B,WKBP-2B-C,O,25,95.00
10/1/2011,2J,WKJY-2J-C,O,88,88.00
10/1/2011,SE,SEK,F,50,87.00
10/1/2011,4S,WKSF-4S-C,O,45,85.00
10/1/2011,EMF,E-MINI NIFTY F,F,84,84.00
10/1/2011,XA,AUST DLR P EU,O,82,82.00
10/1/2011,KRW,WON/USD FUT,F,0,75.00
10/1/2011,DY,DRY WHEY PUT,O,0,65.00
10/1/2011,YJ,JAPAN YEN P EU,O,61,61.00
10/1/2011,DY,DRY WHEY CALL,O,0,58.00
10/1/2011,D3,HDD BERLIN FUT,F,50,50.00
10/1/2011,H2X,H CHI STP NOV F,F,0,50.00
10/1/2011,H5X,H DLS STP NOV F,F,50,50.00
10/1/2011,HQX,H MIN STP NOV F,F,50,50.00
10/1/2011,HX,HDD KNSCTY FUT,F,50,50.00
10/1/2011,ND,NASDAQ 100 PUT,O,0,49.00
10/1/2011,FR,HUNGARY (US) F,F,0,42.00
10/1/2011,ME,E-400 MIDCAP C,O,38,38.00
10/1/2011,AC,AD/CD CROSS RT,F,2,36.00
10/1/2011,IS,SHEKEL FUTURE,F,2,32.00
10/1/2011,ME,E-400 MIDCAP P,O,30,30.00
10/1/2011,WP,WOOD PULP FUT,F,30,30.00
10/1/2011,CSC,CHEESE CSC PUT,O,0,28.00
10/1/2011,CSC,CHEESE CSC CALL,O,0,26.00
10/1/2011,YS,SWISS FRNC-C EU,O,24,24.00
10/1/2011,3J,WKJY-3J-P,O,3,23.00
10/1/2011,3J,WKJY-3J-C,O,22,22.00
10/1/2011,2B,WKBP-2B-P,O,20,20.00
10/1/2011,ND,NASDAQ 100 CALL,O,0,17.00
10/1/2011,AN,AD/NE CROSS RT,F,6,10.00
10/1/2011,DNV,DNV FUT DNV F,F,10,10.00
10/1/2011,SEV,SEV FUT SEV F,F,10,10.00
10/1/2011,TRE,TURK LIRA(EC) F,F,0,10.00
10/1/2011,YS,SWISS FRNC-P EU,O,9,9.00
10/1/2011,2C,WKCD-2C-P,O,8,8.00
10/1/2011,SG,S&P GROWTH FUT,F,8,8.00
10/1/2011,SU,S&P VALUE FUT,F,8,8.00
10/1/2011,3C,WKCD-3C-C,O,5,7.00
10/1/2011,CZ,CZECK (US) FUT,F,0,7.00
10/1/2011,2C,WKCD-2C-C,O,2,6.00
10/1/2011,16E,EUR/USD VLTY1 F 16E F,F,5,5.00
10/1/2011,3S,WKSF-3S-C,O,5,5.00
